title,creator,date,youtubeId,tags
LNbits on Liquid,lnbits,9/12/24,AbWBagSHBsM,"LNbits,Liquid"
Setting up a Theya Vault with Passport Hardware Wallet,Theya,9/11/24,u4bTKrrKohY,"Theya,Passport Core"
Alby Hub: The Easy Way to Self-Custody on the Lightning Network,Ian Major,9/11/24,8BHagtIX0rc,Alby
BitBox02 Tutorial,Southern Bitcoiner,9/10/24,sMG6KIB7x2Q,BitBox
How to Buy Bitcoin into the Foundation Passport Wallet,GetBittr,9/10/24,ZzquPXQVeeo,"Bittr,Passport Core,Sparrow"
Sparrow Wallet Multisig,Sovereign Money,9/7/24,7y7rxqib78g,"Sparrow,Multisig,Ledger Nano(S/X),Trezor Safe"
Ledger Flex: Unboxing and Setup,Unchained,9/6/24,YmIIZTIE68o,Ledger Flex
Wasabi- Coinjoin Wallet for Bitcoin Privacy,BTC Sessions,9/6/24,52pSd3I1nac,"Wasabi,Coinjoin (Wabisabi),Verifying Downloads"
Tapsigner: A Smartcard-Based Bitcoin Hardware Wallet,Crypto Guide,9/6/24,isUqUL1qfBk,"Tapsigner,Nunchuk,Sparrow,ColdCard Q"
The Fastest Way to Buy Bitcoin: Strike App Review,Rhett Reisman,9/5/24,kepE28q_gS0,Strike
Buying Bitcoin Directly into Self-Custody with Theya App,Theya,9/4/24,vS-DKy3cFJw,Theya
Bitcoin Multisig Self-Custody with Casa,Natalie Brunell,9/4/24,6x_12Q5EMdw,"Casa,Multisig,Trezor One"
Sparrow Bitcoin Wallet,Sovereign Money,9/2/24,JNCdYUjiduI,Sparrow
Sparrow Border Wallet,Sovereign Money,8/28/24,4ycgRfkgTpQ,"Sparrow,Border Wallet"
How to Buy Bitcoin Directly into the Bitbox 02,GetBittr,8/27/24,Rx1d6S2kMo0,"Bittr,BitBox"
How to Buy Bitcoin into BlueWallet,GetBittr,8/27/24,Xg6M4Z1mVQw,"Bittr,BlueWallet"
How to Buy Bitcoin into Sparrow Wallet,GetBittr,8/26/24,Ai_7SbMojfU,"Bittr,Sparrow"
How to Buy Bitcoin into Blockstream Green,GetBittr,8/26/24,7XdiRfXC6Ls,"Bittr,Blockstream App"
How to Buy Bitcoin into Ledger Wallet,GetBittr,8/26/24,SJITka38JZM,"Bittr,Ledger Nano(S/X)"
How to Buy Bitcoin into the Trezor Hardware Wallet,GetBittr,8/26/24,4yrYtrEMKqw,"Bittr,Trezor Safe"
How to Buy Bitcoin into Electrum,GetBittr,8/26/24,E71lA_3ETCE,"Bittr,Electrum"
Bitaxe 401 Supra,Pioneering Freedom,8/25/24,58fJc2PEtAc,Bitaxe
Blue Wallet: Multi-Hardware Multisig Wallet,Sovereign Money,8/23/24,tDBNwUIOxe4,"BlueWallet,Multisig"
"Wallet Backup Types: BIP 39 Mnemonic, Passphrase, SLIP39 (Multishare), Multisig",Crypto Guide,8/22/24,iyfxO1IPTd8,"Seed Phrases (General),Shamir's Secret Sharing (SLIP-39),Multisig"
How to Speed Up a Bitcoin Transaction,Rhett Reisman,8/22/24,H3Dwic_rJ1w,"Child Pays For Parent (CPFP),Replace By Fee (RBF),Mempool.space Accelerator"
Buy & Sell With Bitcoin Well,BTC Sessions,8/20/24,BQ6fuA4_J40,Bitcoin Well
Bitcoin-Only Blue Wallet: Full Intro and Tutorial,Sovereign Money,8/18/24,u8GhLf7WNS8,"BlueWallet,Multisig"
Sovereign Recovery: Recovering Your Bitcoin from a Theya Vault,Theya,8/8/24,RRbSpcTrG34,"Theya,Sparrow"
Umbrel Home: The Ultimate Bitcoin Node Solution?,Satoshi Radio Global,8/8/24,G_Ts4EBjuJY,"Umbrel,Bitcoin Core"
Specter DIY with STM32F469I-DISCO,Crypto Guide,8/8/24,HOR9bGK57ZA,"Specter DIY,Verifying Downloads,Sparrow,Specter Desktop"
Bitcoin Privacy without a Mixer: Using the Liquid Network,Sovereign Money,8/8/24,0lEXc3pA5LY,"Liquid,Blockstream App"
Setting Up a Collaborative Vault in the Theya app,Theya,8/7/24,ycNAS_9wJqM,"Theya,Multisig,ColdCard MK(1-4)"
The Bitcoin Liquid Network,Sovereign Money,8/3/24,ymtWl4STiYs,Liquid
Bitcoin Silent Payments & Cake Wallet Tutorial,Ian Major,8/2/24,payDPlHzp58,"Silent Payments,Cake"
Proton Bitcoin Wallet,BTC Sessions,7/30/24,tpEh5Bx-n_o,Proton
Mine Bitcoin at Home with NerdAxe,BTC Sessions,7/27/24,jC-Wp4J4Jb4,NerdAxe
The Bitaxe Supra: Start Mining Bitcoin Today!,Satoshi Radio Global,7/22/24,InfDHmFQcsE,Bitaxe
Trezor Safe 5 Tutorial,Southern Bitcoiner,7/16/24,c016Vn6_fRI,Trezor Safe
"Trezor Safe 5 Unboxing, Setup and Review",Crypto Guide,7/12/24,H57nl-1O65Y,Trezor Safe
ColdCard Q- Secure Offline Password Manager,BTC Sessions,7/11/24,SFCqMJIT5PM,"ColdCard Q,Child Seeds (BIP 85)"
Consolidating UTXOs with ColdCard and Keystone 3 Pro,Pioneering Freedom,7/10/24,VtV2ToHPeBc,"Sparrow,UTXO Management,Keystone,ColdCard MK(1-4)"
UTXO Management,Pioneering Freedom,7/10/24,DiFKzGR--ng,"UTXO Management,Sparrow"
Seed XOR: Secure Your Bitcoin Like a Pro,Bitcoin Quickies,7/9/24,iOX4qylU1LY,"Seed XOR,ColdCard Q"
How to Verify Your ColdCard Firmware,Pioneering Freedom,7/6/24,KwcwTEIWyyE,"Sparrow,ColdCard MK(1-4),Verifying Downloads"
How to Import Your Jade Multisig from Specter to Sparrow Wallet,Blockstream,7/4/24,GCJyhbRQOtc,"Jade,Sparrow,Specter Desktop,Multisig"
How to Connect Sparrow Wallet to a Start9 Bitcoin Node,Southern Bitcoiner,7/4/24,t-UDve3Iqnw,"Start9,Bitcoin Core,Electrum Rust Server (Electrs),Sparrow"
Non-KYC Bitcoin: How to Buy Bitcoin with Cash Anonymously,Pioneering Freedom,7/4/24,BW3JUevo4Qc,"Bitcoin Well,Non-KYC"
Collaborative Wallet: Bitcoin Keeper,Bithyve,7/4/24,SPawVBHql9M,"Bitcoin Keeper,Multisig"
Multi-app Collaborative Wallet: Bitcoin Keeper,Bithyve,7/4/24,h_-mu_3q8KA,"Bitcoin Keeper,BlueWallet,Sparrow,Multisig"
Start9 Tutorial: Set up your Bitcoin Node and Personal Server,Southern Bitcoiner,7/2/24,DzikmY4S42Y,"Start9,Bitcoin Core"
Bitcoin Keeper- Multi Key Security,BTC Sessions,7/1/24,st9Oe4Dxxl4,"Bitcoin Keeper,Multisig,Tapsigner,ColdCard Q"
Theya: Assisted Recovery for 2-of-3 Multisig Vaults,Theya,6/27/24,T8-LkN_Fv5k,"Theya,Multisig,ColdCard MK(1-4)"
Stacking Sats Cheaply with Lightning and Liquid Swaps,Blockstream,6/27/24,S5tv9L818qc,"Blockstream App,Liquid,Boltz,Lightning,Strike"
Trezor Multi-Share Backup,Crypto Guide,6/27/24,6_7zGA0gMiE,"Trezor T,Shamir's Secret Sharing (SLIP-39)"
Sparrow Wallet Tutorial,Southern Bitcoiner,6/26/24,tE-oEQPMrdI,Sparrow
Speed Wallet- Simple BTC Wallet Tutorial,BTC Sessions,6/25/24,2o8gH-D89HI,"Speed,Lightning"
Using Passport Hardware Wallet with BlueWallet- Multisig,Foundation,6/24/24,ndS_B8myXPs,"Passport Core,BlueWallet,Multisig,SeedSigner"
Bull Bitcoin Fee Multiple Tutorial,Bull Bitcoin,6/24/24,sLmMwQtpZEM,Bull Bitcoin
How to Buy Anything with Bitcoin: Bitrefill Tutorial,Southern Bitcoiner,6/23/24,U9BhlTejaEo,"Bitrefill,Lightning"
Using Passport Hardware Wallet with Sparrow- Multisig,Foundation,6/18/24,zaJS1TVGDeQ,"Passport Core,Sparrow,Multisig,Jade"
How to Save Your Multisig File to Blockstream Jade,Blockstream,6/17/24,8zpRMMCcetA,"Jade,Multisig,Specter Desktop"
"ColdCard Q Unboxing, Setup and Review",Crypto Guide,6/13/24,2m5K0RageOI,"ColdCard Q,Sparrow,SeedQR"
ColdCard and Trezor: Setting Up a Multisig Vault in Theya,Theya,6/12/24,dA4yK__4-M8,"Theya,Multisig,ColdCard MK(1-4),Trezor Safe"
Cashu.me: Bitcoin Wallet for Privacy + Low Fees,BTC Sessions,6/12/24,LIPw1c74LBU,"Cashu,Phoenix,Lightning,Minibits,Cashu.me"
Use Joinmarket JAM App to Increase Privacy,Corner Culture,6/12/24,xtE1knEcqr8,"JAM,Coinjoin (JoinMarket)"
How to Swap L-BTC and USDT Using a Hardware Wallet,Blockstream,6/5/24,X616PCJ1-qQ,"Jade,Liquid,USDT"
Theya: Restoring a Mobile Key Backup from iCloud Keychain,Theya,6/5/24,uelh4niqsxc,Theya
"Using an Unchained Vault with Caravan, Sparrow, and Electrum",Unchained,6/3/24,rZEZrTFMs9E,"Unchained/Caravan,Sparrow,Electrum,Multisig"
The Best Bitcoin Multisig (Unchained vs. Casa vs. Nunchuk),Rhett Reisman,6/3/24,Ito1YJYhc3g,"Unchained/Caravan,Casa,Nunchuk,Multisig"
Mutiny Wallet,BTC Sessions,5/31/24,bUbee0BUquo,"Mutiny,Lightning,Start9"
Keystone 3 Pro Bitcoin Wallet: Review and Tutorial,Darren Honeysett,5/29/24,gylEDasHDyQ,"Keystone,Sparrow"
How to Set up a Jade Multisig in Specter Wallet,Blockstream,5/28/24,tqD3SGtzns4,"Jade,Multisig,Specter Desktop,Umbrel,Bitcoin Core"
Restoring Your Bitcoin Wallet Using Electrum,Bitcoin Learning,5/27/24,Ph8VZvHdcjk,Electrum
Build a Trezor One DIY Hardware Wallet with STM32 Dev Boards,Crypto Guide,5/24/24,d4TYYHiM8y8,Trezor One
Funding a Theya Vault & Signing a Bitcoin Transaction,Theya,5/23/24,P2sFYV6ydZM,"Theya,Ledger Nano(S/X)"
How to Buy Bitcoin with Cash in Canada: Bitcoin Well Cash Vouchers,Darren Honeysett,5/22/24,kpXY3NrkhP8,"Bitcoin Well,Non-KYC"
How to Improve Bitcoin Privacy with JAM JoinMarket UI,Ian Major,5/20/24,e8JgwmASuC8,"JAM,Coinjoin (JoinMarket),Umbrel"
Debifi Bitcoin Backed Loans (No Rehypothecation),BTC Sessions,5/18/24,KIBBtH-y-lg,"Debifi,Liquid,USDT,Blockstream App"
Liana Bitcoin Wallet Tutorial,Wizardsardine,5/16/24,GppkFrcDrk0,"Liana,Multisig,ColdCard MK(1-4),ColdCard Q"
Buy Bitcoin on Lightning from Anywhere in the World Using Azteco Vouchers,Area Bitcoin English,5/15/24,kHiEnFZ7vqs,"Lightning,Azteco"
River Bitcoin Exchange,Sovereign Money,5/14/24,tmLJRynglJE,River
Bitcoin Passphrases Explain + Sparrow Wallet,Southern Bitcoiner,5/11/24,CrHMqEnQv7Y,Sparrow
How to Use Ledger with Sparrow Wallet,Pioneering Freedom,5/9/24,LSSbsKjs6Ao,"Ledger Nano(S/X),Sparrow,Verifying Downloads"
Setting Up a Multisig Bitcoin Vault with Theya,Theya,5/8/24,kVZIj-Bi7Fw,"Theya,Multisig,Ledger Nano(S/X)"
Restore Peach Wallet in Sparrow,Peach,5/7/24,_kTYegiDK2Q,"Peach,Sparrow"
ColdCard Q: Unboxing and Setup,Unchained,5/3/24,vrKSFbnmrrI,ColdCard Q
Bitcoin 10-of-10 Multisig Testing with Sparrow and Nunchuk Wallet,Wicked Smart Bitcoin,4/29/24,CNkgi1DU7xc,"Nunchuk,Sparrow,Multisig"
Atomic Swaps on Blockstream Jade,Blockstream,4/29/24,Cm2XQWH2SRc,"Jade,Liquid,USDT"
Trezor Safe 3: The Ultimate Bitcoin Hardware Wallet?,Sovereign Money,4/29/24,I2D-eChB_zc,Trezor Safe
"Fedi: Bitcoin Made Simple, Fast and Cheap",BTC Sessions,4/26/24,um2VL22R-J0,"Fedi,Fedimint,Lightning,Boltz,Mutiny"
"Aqua: Non-Custodial Bitcoin, Lightning, Liquid",Ian Major,4/26/24,xmup5ETXI7M,"Aqua,Liquid,Lightning"
Foundation Passport with Envoy and Sparrow,Crypto Guide,4/26/24,n9EPXCJWTB0,"Passport Core,Envoy,Sparrow,Encrypted Backups"
How to Verify Sparrow Wallet 1.8.3 and Above (using Sparrow's verification tool),Kahoobb,4/25/24,1UmMVnMx1YE,"Sparrow,Verifying Downloads"
Theya: Setting up a Bitcoin Multisig Vault,Theya,4/22/24,tcfaC6BXJfk,"Theya,Multisig,ColdCard MK(1-4)"
How to Verify Sparrow Wallet (using command line),Kahoobb,4/21/24,dAMHOhTO0Bc,"Sparrow,Verifying Downloads"
ColdCard Q Bitcoin Wallet- Air Gapped QR Device for Mobile and Desktop,BTC Sessions,4/15/24,985bAPKUAV4,"ColdCard Q,Nunchuk,Sparrow"
Evil Replace By Fee (RBF)-er Scenario Walkthrough using Sparrow Wallet,Wicked Smart Bitcoin,4/14/24,pWmgu5eA4y4,"Sparrow,Replace By Fee (RBF),Child Pays For Parent (CPFP)"
Bitcoin Replace By Fee & Child Pays For Parent Tutorial Using Sparrow Wallet,Wicked Smart Bitcoin,4/13/24,7EmshGDXi04,"Sparrow,Replace By Fee (RBF),Child Pays For Parent (CPFP)"
Bitcoin Privacy with Wasabi Wallet,Sovereign Money,4/13/24,REEpl06Fh3k,"Wasabi,Coinjoin (Wabisabi)"
"Verifying Dice Roll Seed Generation with the SeedSigner, ColdCard, & Keystone",Wicked Smart Bitcoin,4/12/24,mVgPoQrbi7A,"Seed Phrases (General),SeedSigner,ColdCard Q,Keystone"
How to use the Verificiation Tool in Sparrow Wallet (1.8.4),Pioneering Freedom,4/6/24,3O4m5AT8hIE,"Sparrow,Verifying Downloads"
Keystone 3 Pro Pro & Sparrow Wallet- Ultimate Air Gapped Solution,Pioneering Freedom,4/5/24,hkIQuGIg8yM,"Sparrow,Keystone"
How to Manage Your Bitcoin UTXOs in an Unchained Vault,Unchained,4/5/24,idh-8NJ7ou4,"UTXO Management,Unchained/Caravan,Multisig"
How to Secure Your Bitcoin with the Keystone 3 Pro,Ian Major,4/5/24,VBu7-MEevoM,"Keystone,Sparrow"
Parmanode Review,Bitcoin Learning,4/4/24,ID:-RCYkXRtpoM,Parmanode
The New Keystone 3 Pro BTC-Only Firmware Update,Pioneering Freedom,4/3/24,Q8vkQSmiktc,Keystone
"How to Set Up Your Sparrow ""Hot"" Wallet",Pioneering Freedom,4/3/24,2N8-T5GvCyQ,Sparrow
How to Securely Verify Sparrow Wallet and Install,Pioneering Freedom,4/3/24,6bKaHgEH1hM,"Sparrow, Verifying Downloads"
Tapsigner Recovery Using a ColdCard with Sparrow Wallet,Wicked Smart Bitcoin,3/31/24,iWh0lfbvdLQ,"Tapsigner,Sparrow,Nunchuk,ColdCard MK(1-4)"
How to Buy Non KYC Bitcoin with Ease (Bisq Tutorial),Ian Major,3/29/24,BUoiUSUkMGw,"Bisq,Verifying Downloads,Non-KYC"
Multisignature with Blockstream Jade,Blockstream,3/27/24,XJ5Xckqb4CI,"Jade,Multisig,Specter Desktop,Sparrow"
Importing a ColdCard Bitcoin Wallet (& Labels from Sparrow) into Nunchuk,Wicked Smart Bitcoin,3/24/24,6ojBttz49cA,"ColdCard MK(1-4),Sparrow,Nunchuk"
How to Buy Bitcoin Straight to Self-Custody with Bitcoin Well,Ian Major,3/22/24,ze7eOICbg44,Bitcoin Well
How to Verify Bitcoin Software Using Sparrow Wallet,Southern Bitcoiner,3/21/24,y57EiJuSkqc,"Sparrow,Verifying Downloads"
Krux DIY: Build From Source and Verify (with Windows + WSL2 + Docker),Crypto Guide,3/21/24,Vmr_TFy2TfQ,"Krux,Verifying Downloads"
Bitcoin Self Custody: Passphrases,Wicked Smart Bitcoin,3/17/24,RLxi0jU-AXE,"ColdCard MK(1-4),Passport Core,SeedSigner,Sparrow"
Joltz Wallet: First Non-Custodial Bitcoin and Taproot Assets Wallet,Ian Major,3/14/24,ID:-wVv4R5u9P4,"Joltz,Taproot Assets"
Trezor Wallet: Simple Bitcoin Security,BTC Sessions,3/13/24,1rrP7QqgcuI,Trezor Safe
Boost or Cancel Your Bitcoin Transaction with Envoy,Foundation,3/8/24,JuiB76jA8Eo,"Envoy,Replace By Fee (RBF),Child Pays For Parent (CPFP)"
SeedSigner + SeedKeeper: Adding Affordable Secure Element Storage to DIY Bitcoin Hardware Wallet,Crypto Guide,2/27/24,Rhs9z5uL7qg,"SeedSigner,Verifying Downloads"
What is Shamir's Secret Sharing,Blockstream,2/26/24,O2Wx0B-prSU,Shamir's Secret Sharing (SLIP-39)
Shamir's Secret Sharing vs. Multisignature: Which is Best?,Blockstream,2/26/24,g1vus8_yOsw,"Shamir's Secret Sharing (SLIP-39),Multisig"
ColdCard Q Bitcoin Wallet- Beginner Tutorial,BTC Sessions,2/20/24,FiNCG-7EN4A,"ColdCard Q,Sparrow"
Bitcoin UTXO Management with Nunchuk Wallet,Wicked Smart Bitcoin,2/18/24,BnHLSB08W2M,"UTXO Management,Nunchuk"
ColdCard + Nunchuk- Mobile Bitcoin Security with Virtual Disk Mode,BTC Sessions,2/14/24,YhReWAJlD6M,"ColdCard MK(1-4),Nunchuk"
Restoring a 2-of-3 Multisig in Nunchuk Desktop From a Config File Without Hardware Wallets,Bitcoin Classroom,2/10/24,xdXzTEicorw,"Nunchuk,Multisig"
Restoring a 2-of-3 Multisig in Nunchuk Desktop From a Config File,Bitcoin Classroom,2/10/24,xdXzTEicorw,"Nunchuk,Multisig,Ledger Nano(S/X),ColdCard MK(1-4)"
How to Set Up a Lightning Wallet in Blockstream Green,Blockstream,2/7/24,QtMXsJxx1X0,"Blockstream App,Lightning"
Setting Up a ColdCard MK4 with a New Seed Phrase,Bitcoin Classroom,2/4/24,aPWbqBrlbAY,ColdCard MK(1-4)
Restoring a ColdCard MK4 from a Seed Phrase,Bitcoin Classroom,2/2/24,d6XtpmBB6TI,ColdCard MK(1-4)
Restoring a Ledger Nano S from a Seed Phrase,Bitcoin Classroom,2/2/24,ORkU7cLnHKY,Ledger Nano(S/X)
Restoring a Trezor One from a Seed Phrase,Bitcoin Classroom,2/2/24,JMwjS5mcEPA,Trezor One
Restoring a 2-of-3 Multisig Wallet in Sparrow from the Configuration File,Bitcoin Classroom,2/2/24,IOUue4e4rzY,"Sparrow,Ledger Nano(S/X), ColdCard MK(1-4),Multisig"
Setting Up a New 2-of-3 Multisig Wallet in Sparrow,Bitcoin Classroom,2/2/24,DtudBLoL54c,"Sparrow,Ledger Nano(S/X), ColdCard MK(1-4),Trezor One,Multisig"
Unlock the Power of Aqua Wallet: Bitcoin Made Easy,BTC Sessions,1/30/24,Z--Y4udsJdE,"Aqua,Liquid,Lightning,USDT"
"Bitcoin Node Comparison (Umbrel, Start9, myNode, and more!)",Ian Major,1/29/24,5pWzhBsGs6U,"Umbrel,Start9,Raspiblitz,RoninDojo,MyNode"
Nunhcuk Mobile Wallet Review,Bitcoin Learning,1/27/24,RP-OeyoxnWc,Nunchuk
Bisq: Bitcoin Peer-to-Peer Trading Network,Bitcoin Learning,1/27/24,ID:-EZVFzBHP6k,"Bisq,Non-KYC"
How to Consolidate Bitcoin UTXOs,Rhett Reisman,1/23/24,BPZSbmFj_lI,"UTXO Management,Sparrow"
Minibits BTC Wallet: Near Perfect Privacy and Low Fees,BTC Sessions,1/19/24,igJF8ccMnbQ,"Minibits,Cashu,Lightning"
Understanding UTXOs and How to Manage Them,BTC Sessions,1/9/24,Mqe0QCxjKpI,"UTXO Management,Sparrow"
Bitcoin Seed Phrases & Backups: Harden Your Security,Ian Major,1/18/24,4Xre23cp5Bw,Seed Phrases (General)
Bitcoin Safety: Why 12 Words are Better than 24,Rhett Reisman,1/8/24,pTyAeXZvi1g,Seed Phrases (General)
Blockstream Jade Hardware Wallet for Bitcoin and Liquid Network,theBTCcourse,1/6/24,rmB1VJ4nMXw,"Jade,Liquid,Blockstream App,Lightning"
CoinJoin and PayJoin using BTCPay Server,BTCPay Server,1/6/24,ID:Qwo8qcfnZ14,"BTCPay Server,Coinjoin (Wabisabi),Payjoin"
"Aqua Wallet for Bitcoin, Lightning & Liquid Network Transactions",theBTCcourse,1/4/24,9b_VYjKAc-s,"Aqua,Lightning,Liquid"
UTXO Management and Consolidation using Nunchuk Mobile Bitcoin Wallet,SaniExp,1/4/24,dC8qV2ZGtPA,"Nunchuk,UTXO Management"
"Satochip, Seedkeeper, and Satodime",Crypto Guide,12/23/23,NTdiji9KpRE,"Satochip,Seedkeeper,Satodime,Electrum"
Getting Started on the Liquid Network (Bitcoin/L-BTC/USDT),theBTCcourse,12/22/23,IhRbIZQTPcs,"Liquid,USDT,Boltz"
Lightning on Blockstream Green,Blockstream,12/21/23,gkxIbihwfEc,"Lightning,Blockstream App"
Create & Verify Your Bitcoin Seed Phrase Using Dice + ColdCard + SeedSigner,Wicked Smart Bitcoin,12/18/23,qxOhCvot77I,"Seed Phrases (General),ColdCard MK(1-4),SeedSigner"
"Download, Verify & Flash SeedSigner v0.7.0 Software",Wicked Smart Bitcoin,12/15/23,M5-yY2XWdKM,"SeedSigner,Verifying Downloads"
Trezor Safe 3: Unboxing and Setup,Unchained,12/15/23,mhLXeM1oupI,Trezor Safe
"Trezor Safe 3: Unboxing, Setup Guide, Demo and Review",Crypto Guide,12/8/23,qWRI4VTHiuI,Trezor Safe
"Using Tags, Notes, and Coin Control in Envoy Bitcoin Wallet",Foundation,12/4/23,Jvtcfb9HqWg,Envoy
DIY Hardware Wallet Running Satochip on Javacard,Crypto Guide,11/24/23,1zeZa-gNjnM,Satochip
"Liana Wallet Tutorial- Timelocked Bitcoin Wallet, Decaying Multisig, Inheritance",Bitcoin Education,11/16/23,Brn5aSGeVec,"Liana,Multisig,Timelocks"
Blockstream Jade: Security for your Bitcoin and Liquid Assets,Ian Major,11/13/23,cLFmd98mKNw,"Jade,Liquid,Verifying Downloads,Blockstream App"
Seed Vault: Store Many Bitcoin Seeds on a Single ColdCard,BTC Sessions,11/9/23,G4XIgMMhlyc,"ColdCard MK(1-4),Child Seeds (BIP 85)"
What is the FROST Signature Scheme,Blockstream,11/8/23,odvlj0RutJs,FROST
Installing a Bitcoin Node and Sparrow Wallet on a Mac with Parmanode,Arman the Parman,11/8/23,3KkCggxop0Y,"Parmanode,Sparrow"
Blockstream Green Wallet Review,Bitcoin Learning,11/7/23,sp3MUKnBM1Q,Blockstream App
Wasabi Wallet Review,Bitcoin Learning,11/6/23,JdunnZStayQ,"Wasabi,Coinjoin (Wabisabi)"
Bitcoin Core Wallet Review,Bitcoin Learning,11/6/23,ltTk-VG3wjE,"Bitcoin Core,Bitcoin Core Wallet"
Sparrow Wallet Review,Bitcoin Learning,11/6/23,SGM0GqrufYE,Sparrow
Electrum Wallet Review,Bitcoin Learning,11/6/23,FEU150anPho,Electrum
Mutiny Wallet: Bitcoin Lightning & Nostr Made Easy,BTC Sessions,11/1/23,vHQ6wgT3S2I,"Mutiny,Lightning"
Cracking Unsafe Bitcoin Wallets + ColdCard MK4 Warning,Crypto Guide,10/31/23,oj_W3xOlt6U,"ColdCard MK(1-4),Seed Phrases (General)"
How to Setup a How Wallet with Sparrow,Kahoobb,10/31/23,dLrwqNAKGms,Sparrow
Is Cubit + Citadel The Next Gen Bitcoin Node?,Ian Major,10/30/23,nJva4UQwwyc,"Citadel,Bitcoin Core"
"How to Check, Delete, and Recover a Bitcoin Seed Phrase",Wicked Smart Bitcoin,10/28/23,z3sldY-4ZKM,"Seed Phrases (General),ColdCard MK(1-4),Passport Core,Jade,BlueWallet"
How Secure are Bitcoin Seed Phrases (24 words),Southern Bitcoiner,10/27/23,wQPWdzFfPXY,Seed Phrases (General)
Bull Bitcoin Explained,Canadian Bitcoiners,10/25/23,cXbmue3JTig,Bull Bitcoin
Hodl Hodl: Bitcoin Lending + Borrowing Made Easy,BTC Sessions,10/19/23,w7ob2bR1rSg,"Hodl Hodl,Non-KYC,Liquid,USDT"
Bitcoin-Only BitBox02 Setup & Import Into Sparrow Wallet,Wicked Smart Bitcoin,10/14/23,PPNOJLn3hQs,"BitBox,Sparrow"
How to Connect Sparrow to Bitcoin Core,Kahoobb,10/11/23,zPqOqMLJY6I,"Sparrow,Bitcoin Core"
Ledger Nano(S/X) S Plus: Unboxing and Setup,Unchained,10/6/23,HaIvxObVOHI,Ledger Nano(S/X)
How Do Hardware Wallet Actually Work?,Southern Bitcoiner,10/6/23,ao75emtwj-Y,Signing Devices (General)
Passport Backups Explained,Foundation,10/5/23,fyuCy8TfTKw,"Passport Core,Seed Phrases (General),Encrypted Backups"
Keystone 3 Pro,Crypto Guide,10/5/23,eyi-YznynSk,"Keystone,BlueWallet,Sparrow"
Unlock Perfect Privacy with eNuts,BTC Sessions,10/3/23,xhDQT4TeNIU,"eNuts,Cashu,Lightning"
How to Use Passphrase with ColdCard,Southern Bitcoiner,10/1/23,Q2F1JkxyH4k,"ColdCard MK(1-4),Sparrow"
How to Download and Verify Sparrow Wallet,Southern Bitcoiner,9/29/23,pOKnm4k5ywY,"Sparrow, Verifying Downloads"
DIY Bitcoin Hardware Wallet with Tails and Electrum,Adam Soltys,9/22/23,1e6IDTP3g5o,Electrum
"DIY-only Multivendor Hardware Wallet Multisig: SeedSigner, Jade, Krux, Satochip + Sparrow & Electrum",Crypto Guide,9/21/23,JfK2m8ucuxU,"SeedSigner,Jade,Krux,Satochip,Sparrow,Multisig,Electrum"
Bitcoin 2-of-4 Multisig Wallet Tutorial using Sparrow Wallet in Testnet,Wicked Smart Bitcoin,9/17/23,8zM_1lOXtBU,"Sparrow,Multisig,Testnet,Jade,ColdCard MK(1-4),Passport Core,Trezor One"
Phoenix Wallet: Splicing & the Latest Bitcoin Lightning Experience,Ian Major,9/15/23,dPKLkRK9bF8,"Phoenix,Lightning"
How to Buy Bitcoin Directly to an External Wallet,Peach,9/14/23,d3STuVfFWfQ,"Peach,BlueWallet"
How to Use ColdCard with Sparrow Wallet,Southern Bitcoiner,9/11/23,YMICoRQ68Rg,"Sparrow,ColdCard MK(1-4)"
"How to Set Up ColdCard MK4: Unboxing, Setting PIN, Creating a Seed",Southern Bitcoiner,9/11/23,KZMPVcr9WUQ,ColdCard MK(1-4)
BTCPay Server: Accept Bitcoin Payments,Elestio,9/1/23,6IrSR5Mp2RU,BTCPay Server
How to Install Sparrow Wallet,Kahoobb,8/31/23,YnakdtEWccg,Sparrow
Air-Gapped Bitcoin Transaction with Blockstream Jade,BTC Sessions,8/31/23,XVKsaPCe260,"Jade,Blockstream App,SeedQR,Nunchuk"
How to Run a Bitcoin Node 2023: macOS,Southern Bitcoiner,8/25/23,B9LDxucqazE,Bitcoin Core
Dice Rolls with ColdCard: How to Generate and Verify Seeds with Dice,Southern Bitcoiner,8/24/23,hXJNLvAVar0,"Seed Phrases (General),ColdCard MK(1-4)"
How to Buy Non-KYC Bitcoin with Azteco,Ian Major,8/21/23,GQ6BCS4DcJ8,"Azteco,Non-KYC"
How to Verify and Update ColdCard MK4 Firmware,Southern Bitcoiner,8/20/23,9rW0d6J-FeQ,"ColdCard MK(1-4),Verifying Downloads"
Bitcoin Node Box: Instructional Video,Ministry of Nodes,8/20/23,0RdftQywN6A,Bitcoin Node Box
"ColdCard MK4 Bitcoin Hardware Wallet (Unboxing, Setup, Demo and Review)",Crypto Guide,8/18/23,jBfRNpIcNxU,"ColdCard MK(1-4),Nunchuk,BlueWallet,Sparrow,Encrypted Backups,Child Seeds (BIP 85)"
Liana- A Miniscript Bitcoin Wallet with Recovery Paths,The Space,8/9/23,tE1KgBR_L1Y,"Liana,Multisig,Timelocks,Ledger Nano(S/X)"
SeedSigner BIP 85: How to Create Bitcoin Wallets,Southern Bitcoiner,8/7/23,5ZPk2aWw-9Y,"SeedSigner,Child Seeds (BIP 85),SeedQR"
